Id,COW,SCHL,MAR,OCCP,POBP,WKHP,SEX,RAC1P,MIG,HICOV,LANP,PAOC,PINCP,PUBCOV,VPS,DEAR,MIL,MIGSP,FER,ENG,JWAP,JWDP,OC,FDEYEP
128494,1.0,1.0,1.0,4220.0,303.0,40.0,1.0,8.0,1.0,1.0,1200.0,0.0,45000.0,2.0,0.0,2.0,4.0,0.0,0.0,2.0,80.0,31.0,0.0,1.0
128495,1.0,17.0,1.0,3930.0,416.0,8.0,1.0,2.0,1.0,1.0,4590.0,0.0,7800.0,2.0,0.0,2.0,4.0,0.0,0.0,2.0,147.0,91.0,0.0,0.0
128496,2.0,19.0,5.0,2350.0,6.0,32.0,2.0,8.0,1.0,1.0,1200.0,4.0,40800.0,2.0,0.0,2.0,4.0,0.0,2.0,1.0,96.0,55.0,0.0,0.0
128497,1.0,12.0,1.0,9640.0,303.0,40.0,1.0,1.0,1.0,1.0,1200.0,0.0,36000.0,2.0,0.0,2.0,4.0,0.0,0.0,4.0,43.0,8.0,0.0,0.0
128498,1.0,21.0,1.0,410.0,207.0,16.0,1.0,6.0,1.0,1.0,1970.0,0.0,58000.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,94.0,49.0,0.0,0.0
128499,1.0,19.0,1.0,20.0,6.0,45.0,2.0,8.0,1.0,1.0,1200.0,4.0,50000.0,2.0,0.0,2.0,4.0,0.0,2.0,1.0,102.0,61.0,0.0,0.0
128500,5.0,19.0,4.0,5560.0,303.0,65.0,1.0,9.0,3.0,1.0,1200.0,0.0,80000.0,2.0,0.0,2.0,4.0,6.0,0.0,1.0,41.0,8.0,0.0,1.0
128501,1.0,19.0,5.0,3602.0,35.0,24.0,1.0,3.0,1.0,2.0,6933.0,0.0,22400.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,95.0,55.0,0.0,0.0
128502,1.0,22.0,3.0,1825.0,150.0,35.0,2.0,1.0,1.0,1.0,0.0,4.0,80100.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,122.0,79.0,0.0,0.0
128503,1.0,16.0,1.0,8225.0,303.0,40.0,1.0,9.0,1.0,1.0,1200.0,0.0,40300.0,2.0,0.0,2.0,4.0,0.0,0.0,2.0,81.0,34.0,0.0,0.0
128504,3.0,19.0,4.0,9620.0,6.0,40.0,1.0,1.0,3.0,1.0,0.0,0.0,50000.0,2.0,0.0,2.0,4.0,6.0,0.0,0.0,216.0,108.0,0.0,0.0
128505,3.0,18.0,1.0,2545.0,303.0,15.0,2.0,9.0,1.0,2.0,1200.0,4.0,15000.0,2.0,0.0,2.0,4.0,0.0,0.0,2.0,92.0,49.0,0.0,0.0
128506,3.0,21.0,3.0,2320.0,48.0,40.0,1.0,1.0,1.0,1.0,0.0,0.0,81000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,89.0,43.0,0.0,0.0
128507,3.0,21.0,1.0,2310.0,6.0,16.0,2.0,1.0,1.0,1.0,0.0,4.0,16900.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,93.0,52.0,0.0,0.0
128508,1.0,18.0,2.0,5120.0,48.0,40.0,2.0,8.0,1.0,1.0,1200.0,4.0,80000.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,85.0,37.0,0.0,0.0
128509,2.0,21.0,1.0,3255.0,233.0,32.0,2.0,6.0,1.0,1.0,2920.0,2.0,104000.0,2.0,0.0,2.0,4.0,0.0,2.0,1.0,62.0,18.0,0.0,0.0
128510,1.0,19.0,1.0,6260.0,48.0,45.0,1.0,8.0,1.0,1.0,0.0,0.0,60000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,80.0,37.0,0.0,0.0
128511,3.0,23.0,1.0,2310.0,42.0,40.0,2.0,1.0,1.0,1.0,0.0,2.0,85000.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,99.0,59.0,0.0,1.0
128512,1.0,19.0,1.0,4055.0,6.0,35.0,1.0,1.0,1.0,1.0,0.0,0.0,30000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,90.0,45.0,0.0,0.0
128513,1.0,21.0,5.0,9620.0,6.0,28.0,1.0,1.0,1.0,1.0,0.0,0.0,15000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,89.0,49.0,0.0,0.0
128514,2.0,18.0,1.0,5740.0,6.0,8.0,2.0,1.0,1.0,1.0,0.0,1.0,4800.0,2.0,0.0,2.0,4.0,0.0,1.0,0.0,188.0,112.0,0.0,0.0
128515,1.0,22.0,3.0,800.0,12.0,40.0,2.0,2.0,1.0,2.0,0.0,4.0,89000.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,94.0,43.0,0.0,0.0
128516,1.0,20.0,1.0,7320.0,6.0,40.0,1.0,1.0,1.0,1.0,0.0,0.0,99000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,95.0,38.0,0.0,0.0
128517,1.0,16.0,5.0,9130.0,6.0,72.0,1.0,8.0,1.0,1.0,1200.0,0.0,1500.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,100.0,43.0,0.0,0.0
128518,1.0,21.0,3.0,10.0,6.0,40.0,2.0,1.0,1.0,1.0,0.0,4.0,232000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,124.0,79.0,0.0,0.0
128519,5.0,21.0,5.0,1760.0,6.0,42.0,1.0,1.0,1.0,1.0,1200.0,0.0,98000.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,230.0,130.0,0.0,0.0
128520,1.0,16.0,1.0,7040.0,310.0,25.0,1.0,8.0,3.0,1.0,1200.0,0.0,7400.0,2.0,0.0,2.0,4.0,6.0,0.0,1.0,92.0,49.0,0.0,1.0
128521,1.0,19.0,1.0,20.0,6.0,55.0,1.0,8.0,1.0,1.0,0.0,0.0,72000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,111.0,67.0,0.0,0.0
128522,4.0,21.0,1.0,1006.0,207.0,50.0,2.0,6.0,1.0,1.0,0.0,3.0,100000.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,115.0,70.0,0.0,0.0
128523,1.0,13.0,5.0,6050.0,6.0,40.0,1.0,1.0,1.0,2.0,1200.0,0.0,24000.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,75.0,31.0,0.0,0.0
128524,1.0,19.0,5.0,4110.0,6.0,25.0,2.0,9.0,1.0,1.0,0.0,4.0,7000.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,91.0,49.0,0.0,0.0
128525,1.0,20.0,5.0,4020.0,6.0,20.0,1.0,9.0,1.0,1.0,0.0,0.0,26700.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,108.0,67.0,0.0,0.0
128526,1.0,21.0,1.0,440.0,200.0,8.0,2.0,6.0,1.0,1.0,1290.0,4.0,4300.0,1.0,0.0,2.0,4.0,0.0,0.0,2.0,60.0,19.0,0.0,0.0
128527,1.0,18.0,1.0,4110.0,6.0,30.0,2.0,5.0,1.0,1.0,0.0,1.0,1500.0,1.0,0.0,2.0,4.0,0.0,2.0,0.0,139.0,88.0,0.0,0.0
128528,4.0,21.0,1.0,630.0,6.0,53.0,2.0,1.0,3.0,1.0,0.0,4.0,20820.0,2.0,0.0,2.0,4.0,6.0,2.0,0.0,104.0,55.0,0.0,0.0
128529,6.0,17.0,3.0,9130.0,48.0,40.0,1.0,1.0,1.0,2.0,0.0,0.0,50000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,67.0,19.0,0.0,0.0
128530,1.0,19.0,1.0,4720.0,313.0,40.0,2.0,9.0,1.0,1.0,1200.0,4.0,15000.0,1.0,0.0,2.0,4.0,0.0,0.0,2.0,92.0,47.0,0.0,0.0
128531,6.0,21.0,1.0,4000.0,207.0,99.0,1.0,6.0,1.0,1.0,2050.0,0.0,80000.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,106.0,67.0,0.0,0.0
128532,1.0,22.0,1.0,2300.0,240.0,24.0,2.0,6.0,1.0,1.0,2000.0,4.0,2000.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,100.0,55.0,0.0,0.0
128533,1.0,19.0,5.0,8740.0,6.0,48.0,1.0,6.0,1.0,1.0,0.0,0.0,11400.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,230.0,133.0,0.0,0.0
128534,1.0,16.0,5.0,5610.0,303.0,40.0,2.0,8.0,1.0,2.0,1200.0,4.0,26600.0,2.0,0.0,2.0,4.0,0.0,2.0,1.0,106.0,61.0,0.0,0.0
128535,1.0,4.0,4.0,6230.0,303.0,40.0,1.0,8.0,1.0,2.0,1200.0,0.0,28000.0,2.0,0.0,2.0,4.0,0.0,0.0,4.0,58.0,16.0,0.0,0.0
128536,3.0,20.0,1.0,3500.0,6.0,35.0,2.0,1.0,1.0,1.0,0.0,3.0,35000.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,86.0,46.0,0.0,0.0
128537,3.0,20.0,1.0,3645.0,247.0,40.0,2.0,6.0,1.0,1.0,1960.0,4.0,69000.0,2.0,0.0,2.0,4.0,0.0,0.0,2.0,92.0,49.0,0.0,0.0
128538,7.0,21.0,1.0,220.0,6.0,52.0,1.0,1.0,1.0,1.0,0.0,0.0,170000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,111.0,67.0,0.0,0.0
128539,1.0,16.0,1.0,4020.0,207.0,25.0,1.0,6.0,1.0,1.0,1970.0,0.0,15000.0,1.0,0.0,2.0,4.0,0.0,0.0,4.0,120.0,79.0,0.0,0.0
128540,1.0,17.0,5.0,4040.0,17.0,40.0,1.0,9.0,1.0,1.0,0.0,0.0,30000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,208.0,121.0,0.0,0.0
128541,3.0,19.0,1.0,9130.0,209.0,40.0,1.0,6.0,1.0,1.0,1970.0,0.0,93100.0,2.0,0.0,2.0,4.0,0.0,0.0,2.0,97.0,55.0,0.0,0.0
128542,1.0,23.0,1.0,2100.0,6.0,40.0,1.0,1.0,1.0,1.0,0.0,0.0,121000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,110.0,67.0,0.0,0.0
128543,1.0,21.0,5.0,845.0,246.0,40.0,2.0,6.0,1.0,1.0,1250.0,4.0,68000.0,2.0,0.0,2.0,4.0,0.0,2.0,1.0,106.0,61.0,0.0,0.0
128544,1.0,21.0,1.0,101.0,6.0,40.0,2.0,1.0,1.0,1.0,0.0,2.0,100000.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,93.0,51.0,0.0,0.0
128545,1.0,21.0,1.0,3603.0,233.0,40.0,1.0,6.0,1.0,1.0,2920.0,0.0,78000.0,2.0,0.0,2.0,4.0,0.0,0.0,2.0,238.0,134.0,0.0,0.0
128546,4.0,21.0,1.0,2330.0,18.0,40.0,2.0,1.0,1.0,1.0,0.0,2.0,50000.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,96.0,53.0,0.0,0.0
128547,1.0,9.0,5.0,6050.0,303.0,40.0,1.0,8.0,1.0,2.0,1200.0,0.0,35000.0,2.0,0.0,2.0,4.0,0.0,0.0,4.0,86.0,43.0,0.0,0.0
128548,4.0,18.0,1.0,530.0,6.0,40.0,1.0,1.0,1.0,1.0,0.0,0.0,46200.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,91.0,43.0,0.0,0.0
128549,1.0,9.0,1.0,4140.0,247.0,17.0,2.0,6.0,1.0,1.0,1970.0,4.0,6000.0,1.0,0.0,2.0,4.0,0.0,0.0,4.0,120.0,79.0,0.0,0.0
128550,3.0,22.0,1.0,2310.0,6.0,40.0,2.0,1.0,1.0,1.0,0.0,2.0,95000.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,87.0,42.0,0.0,0.0
128551,3.0,19.0,1.0,2545.0,303.0,20.0,2.0,8.0,1.0,1.0,1200.0,2.0,16000.0,1.0,0.0,2.0,4.0,0.0,2.0,1.0,104.0,61.0,0.0,0.0
128552,3.0,22.0,1.0,3230.0,210.0,40.0,2.0,6.0,1.0,1.0,1350.0,3.0,84000.0,2.0,0.0,2.0,4.0,0.0,2.0,1.0,100.0,55.0,0.0,0.0
128553,3.0,16.0,1.0,3870.0,6.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,90000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,102.0,55.0,0.0,0.0
128554,1.0,21.0,1.0,2710.0,48.0,40.0,1.0,9.0,1.0,1.0,0.0,0.0,86500.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,116.0,73.0,0.0,0.0
128555,4.0,18.0,1.0,136.0,41.0,50.0,2.0,1.0,1.0,1.0,0.0,4.0,70000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,80.0,37.0,0.0,0.0
128556,1.0,15.0,1.0,9130.0,303.0,48.0,1.0,8.0,1.0,1.0,1200.0,0.0,75000.0,2.0,0.0,2.0,4.0,0.0,0.0,2.0,71.0,31.0,0.0,0.0
128557,3.0,22.0,5.0,5860.0,128.0,30.0,2.0,1.0,3.0,1.0,1270.0,4.0,20000.0,1.0,0.0,2.0,4.0,17.0,2.0,1.0,75.0,34.0,0.0,0.0
128558,1.0,15.0,1.0,4510.0,207.0,40.0,2.0,6.0,3.0,1.0,2050.0,4.0,2400.0,2.0,0.0,2.0,4.0,6.0,0.0,2.0,93.0,43.0,0.0,0.0
128559,1.0,1.0,1.0,4230.0,313.0,12.0,2.0,9.0,1.0,1.0,1200.0,2.0,10000.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,97.0,46.0,0.0,0.0
128560,1.0,22.0,5.0,8990.0,6.0,40.0,1.0,1.0,1.0,1.0,1200.0,0.0,12000.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,104.0,61.0,0.0,0.0
128561,1.0,19.0,5.0,3630.0,6.0,25.0,1.0,6.0,1.0,1.0,0.0,0.0,22020.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,79.0,37.0,0.0,0.0
128562,1.0,20.0,1.0,9645.0,6.0,40.0,2.0,1.0,1.0,1.0,0.0,4.0,20000.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,96.0,49.0,0.0,0.0
128563,1.0,21.0,1.0,140.0,25.0,45.0,1.0,1.0,1.0,1.0,0.0,0.0,170000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,105.0,58.0,0.0,0.0
128564,1.0,21.0,2.0,5510.0,6.0,25.0,1.0,6.0,1.0,1.0,0.0,0.0,80100.0,1.0,9.0,2.0,2.0,0.0,0.0,0.0,120.0,79.0,0.0,0.0
128565,1.0,16.0,2.0,3602.0,6.0,40.0,2.0,1.0,1.0,1.0,0.0,2.0,30000.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,216.0,127.0,0.0,0.0
128566,4.0,18.0,1.0,3740.0,6.0,72.0,1.0,1.0,1.0,1.0,0.0,0.0,100000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,101.0,61.0,0.0,0.0
128567,1.0,19.0,1.0,4760.0,40.0,40.0,1.0,1.0,1.0,1.0,0.0,0.0,79000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,94.0,43.0,0.0,0.0
128568,1.0,21.0,4.0,120.0,6.0,40.0,2.0,2.0,3.0,1.0,0.0,4.0,55000.0,2.0,0.0,2.0,4.0,6.0,2.0,0.0,88.0,43.0,0.0,0.0
128569,1.0,21.0,5.0,5860.0,6.0,40.0,2.0,9.0,1.0,1.0,1200.0,4.0,34600.0,2.0,0.0,2.0,4.0,0.0,2.0,1.0,94.0,43.0,0.0,0.0
128570,1.0,21.0,5.0,2300.0,8.0,35.0,2.0,1.0,3.0,1.0,0.0,4.0,20000.0,2.0,0.0,2.0,4.0,6.0,2.0,0.0,88.0,47.0,0.0,0.0
128571,1.0,19.0,5.0,3422.0,6.0,40.0,1.0,9.0,3.0,1.0,0.0,0.0,9000.0,2.0,0.0,2.0,4.0,6.0,0.0,0.0,99.0,55.0,0.0,0.0
128572,2.0,21.0,1.0,3655.0,6.0,40.0,1.0,1.0,1.0,1.0,0.0,0.0,100000.0,2.0,6.0,2.0,2.0,0.0,0.0,0.0,97.0,55.0,0.0,0.0
128573,1.0,19.0,5.0,5165.0,6.0,40.0,2.0,9.0,1.0,1.0,0.0,2.0,40000.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,22.0,3.0,0.0,0.0
128574,3.0,21.0,1.0,2300.0,6.0,40.0,2.0,1.0,1.0,1.0,0.0,4.0,90000.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,88.0,43.0,0.0,0.0
128575,1.0,20.0,1.0,52.0,315.0,50.0,1.0,9.0,1.0,1.0,1200.0,0.0,105000.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,87.0,43.0,0.0,0.0
128576,1.0,16.0,5.0,4720.0,205.0,20.0,2.0,6.0,1.0,1.0,2160.0,4.0,1000.0,1.0,0.0,2.0,4.0,0.0,2.0,1.0,115.0,73.0,0.0,0.0
128577,1.0,9.0,1.0,8140.0,303.0,35.0,1.0,9.0,1.0,1.0,1200.0,0.0,32500.0,1.0,0.0,2.0,4.0,0.0,0.0,2.0,80.0,37.0,0.0,0.0
128578,1.0,21.0,5.0,710.0,6.0,45.0,1.0,9.0,1.0,1.0,1288.0,0.0,89000.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,90.0,43.0,0.0,0.0
128579,1.0,19.0,1.0,5120.0,207.0,40.0,2.0,6.0,1.0,1.0,1970.0,4.0,50000.0,2.0,0.0,2.0,4.0,0.0,0.0,3.0,123.0,79.0,0.0,0.0
128580,6.0,21.0,1.0,800.0,214.0,48.0,2.0,1.0,1.0,1.0,4545.0,4.0,210420.0,1.0,0.0,2.0,4.0,0.0,0.0,1.0,101.0,55.0,0.0,0.0
128581,1.0,20.0,5.0,2861.0,303.0,35.0,1.0,8.0,1.0,1.0,0.0,0.0,32600.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,94.0,49.0,0.0,0.0
128582,3.0,16.0,5.0,3602.0,6.0,16.0,1.0,9.0,1.0,1.0,0.0,0.0,13200.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,102.0,55.0,0.0,1.0
128583,1.0,16.0,5.0,7340.0,210.0,20.0,1.0,6.0,1.0,1.0,1350.0,0.0,16000.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,67.0,22.0,0.0,1.0
128584,2.0,21.0,5.0,3255.0,6.0,20.0,2.0,9.0,1.0,1.0,1292.0,4.0,22100.0,2.0,0.0,2.0,4.0,0.0,2.0,1.0,74.0,19.0,0.0,0.0
128585,3.0,21.0,1.0,1360.0,119.0,40.0,1.0,1.0,1.0,1.0,0.0,0.0,123000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,93.0,49.0,0.0,0.0
128586,3.0,16.0,5.0,9645.0,6.0,52.0,1.0,9.0,1.0,1.0,0.0,0.0,33900.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,73.0,31.0,0.0,0.0
128587,1.0,20.0,1.0,120.0,6.0,40.0,1.0,2.0,1.0,1.0,0.0,0.0,40000.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,88.0,37.0,0.0,0.0
128588,1.0,19.0,1.0,9645.0,316.0,80.0,1.0,9.0,1.0,1.0,1200.0,0.0,49500.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,60.0,15.0,0.0,0.0
128589,4.0,21.0,5.0,2002.0,316.0,40.0,2.0,9.0,1.0,1.0,1200.0,4.0,80000.0,2.0,0.0,2.0,4.0,0.0,2.0,2.0,105.0,61.0,0.0,1.0
128590,8.0,16.0,1.0,4251.0,313.0,20.0,1.0,8.0,3.0,2.0,1200.0,0.0,8300.0,2.0,0.0,2.0,4.0,6.0,0.0,4.0,89.0,39.0,0.0,1.0
128591,1.0,19.0,5.0,5120.0,6.0,30.0,1.0,1.0,1.0,1.0,0.0,0.0,15000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,115.0,73.0,0.0,0.0
128592,1.0,16.0,5.0,4220.0,303.0,40.0,1.0,8.0,1.0,2.0,1200.0,0.0,29100.0,2.0,0.0,2.0,4.0,0.0,0.0,3.0,84.0,43.0,0.0,0.0
128593,1.0,16.0,5.0,9620.0,6.0,30.0,1.0,8.0,1.0,1.0,0.0,0.0,10000.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,77.0,37.0,0.0,0.0
128594,1.0,21.0,1.0,10.0,6.0,50.0,1.0,9.0,1.0,1.0,0.0,0.0,112000.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,110.0,61.0,0.0,0.0
128595,1.0,20.0,1.0,4230.0,233.0,25.0,2.0,6.0,1.0,1.0,3190.0,4.0,11000.0,2.0,0.0,2.0,4.0,0.0,2.0,1.0,87.0,43.0,0.0,0.0
128596,3.0,16.0,5.0,5740.0,6.0,40.0,2.0,8.0,1.0,1.0,1200.0,4.0,61000.0,2.0,0.0,2.0,4.0,0.0,2.0,1.0,80.0,37.0,0.0,0.0
128597,1.0,14.0,5.0,4720.0,6.0,40.0,2.0,8.0,1.0,1.0,0.0,4.0,32000.0,2.0,0.0,2.0,4.0,0.0,1.0,0.0,80.0,37.0,0.0,1.0
128598,2.0,19.0,4.0,5740.0,6.0,40.0,2.0,9.0,1.0,1.0,1200.0,2.0,35000.0,2.0,0.0,2.0,4.0,0.0,2.0,1.0,92.0,43.0,0.0,0.0
128599,1.0,21.0,1.0,705.0,6.0,50.0,1.0,1.0,1.0,1.0,0.0,0.0,100000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,104.0,61.0,0.0,0.0
128600,1.0,21.0,1.0,910.0,48.0,40.0,1.0,1.0,1.0,1.0,0.0,0.0,66000.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,80.0,34.0,0.0,0.0
128601,1.0,19.0,3.0,5400.0,6.0,40.0,2.0,1.0,1.0,1.0,0.0,4.0,51000.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,99.0,52.0,0.0,0.0
128602,1.0,16.0,5.0,3640.0,6.0,25.0,2.0,9.0,3.0,1.0,0.0,4.0,10000.0,2.0,0.0,2.0,4.0,6.0,2.0,0.0,81.0,37.0,0.0,0.0
128603,3.0,21.0,5.0,630.0,42.0,40.0,1.0,1.0,1.0,1.0,1200.0,0.0,100000.0,2.0,0.0,2.0,3.0,0.0,0.0,1.0,66.0,19.0,0.0,0.0
128604,1.0,16.0,3.0,4800.0,9.0,40.0,2.0,1.0,1.0,1.0,0.0,4.0,74000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,124.0,79.0,0.0,0.0
128605,1.0,21.0,1.0,4720.0,6.0,40.0,1.0,9.0,3.0,1.0,0.0,0.0,25000.0,2.0,0.0,2.0,4.0,6.0,0.0,0.0,98.0,55.0,0.0,1.0
128606,1.0,22.0,5.0,3655.0,6.0,35.0,1.0,9.0,3.0,1.0,0.0,0.0,30000.0,2.0,0.0,2.0,4.0,6.0,0.0,0.0,114.0,73.0,0.0,1.0
128607,1.0,21.0,4.0,630.0,6.0,15.0,2.0,2.0,1.0,1.0,0.0,4.0,15000.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
128608,1.0,11.0,1.0,4710.0,6.0,40.0,1.0,8.0,1.0,1.0,1200.0,0.0,105000.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,199.0,118.0,0.0,1.0
128609,2.0,19.0,5.0,2634.0,6.0,40.0,1.0,9.0,1.0,1.0,1200.0,0.0,37600.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,96.0,55.0,0.0,0.0
128610,1.0,21.0,5.0,4760.0,42.0,40.0,1.0,1.0,1.0,1.0,0.0,0.0,160000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,130.0,79.0,0.0,0.0
128611,1.0,16.0,5.0,4150.0,6.0,25.0,2.0,1.0,1.0,1.0,0.0,4.0,25000.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,131.0,85.0,0.0,0.0
128612,2.0,21.0,1.0,650.0,6.0,40.0,2.0,1.0,1.0,1.0,0.0,4.0,95000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,97.0,55.0,0.0,0.0
128613,1.0,16.0,5.0,4720.0,6.0,8.0,1.0,1.0,1.0,1.0,0.0,0.0,3000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,138.0,88.0,0.0,0.0
128614,6.0,9.0,3.0,8950.0,32.0,40.0,1.0,8.0,3.0,2.0,1200.0,0.0,25000.0,2.0,0.0,2.0,4.0,6.0,0.0,1.0,220.0,127.0,0.0,1.0
128615,6.0,19.0,5.0,4340.0,50.0,35.0,2.0,1.0,1.0,1.0,0.0,4.0,80000.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,108.0,67.0,0.0,0.0
128616,1.0,8.0,5.0,4230.0,303.0,35.0,2.0,9.0,1.0,1.0,1200.0,4.0,19300.0,1.0,0.0,2.0,4.0,0.0,0.0,3.0,91.0,46.0,0.0,0.0
128617,1.0,16.0,1.0,4510.0,6.0,35.0,2.0,1.0,1.0,1.0,0.0,1.0,5400.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,88.0,43.0,0.0,1.0
128618,1.0,16.0,3.0,7750.0,315.0,40.0,2.0,9.0,1.0,1.0,1200.0,2.0,28000.0,1.0,0.0,2.0,4.0,0.0,2.0,3.0,52.0,13.0,0.0,0.0
128619,4.0,16.0,1.0,3602.0,164.0,6.0,1.0,1.0,1.0,1.0,1250.0,0.0,40000.0,2.0,0.0,2.0,4.0,0.0,0.0,3.0,154.0,91.0,0.0,0.0
128620,1.0,18.0,5.0,4110.0,6.0,25.0,2.0,1.0,1.0,1.0,0.0,4.0,6000.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,178.0,107.0,0.0,0.0
128621,1.0,19.0,1.0,205.0,6.0,52.0,1.0,1.0,1.0,1.0,0.0,0.0,24000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,76.0,37.0,0.0,0.0
128622,7.0,16.0,5.0,9620.0,6.0,40.0,1.0,8.0,1.0,1.0,1200.0,0.0,46000.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,15.0,3.0,0.0,0.0
128623,1.0,21.0,1.0,120.0,240.0,40.0,2.0,9.0,1.0,1.0,2000.0,2.0,66000.0,2.0,0.0,2.0,4.0,0.0,2.0,1.0,102.0,61.0,0.0,0.0
128624,1.0,16.0,1.0,4110.0,240.0,30.0,1.0,9.0,1.0,1.0,2000.0,0.0,35000.0,2.0,0.0,2.0,4.0,0.0,0.0,3.0,120.0,79.0,0.0,0.0
128625,1.0,22.0,5.0,530.0,6.0,40.0,1.0,6.0,1.0,1.0,1960.0,0.0,250000.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,100.0,55.0,0.0,0.0
128626,1.0,16.0,5.0,9645.0,6.0,48.0,1.0,9.0,3.0,1.0,0.0,0.0,79000.0,1.0,0.0,2.0,4.0,6.0,0.0,0.0,107.0,67.0,0.0,0.0
128627,1.0,20.0,5.0,5110.0,6.0,40.0,2.0,1.0,1.0,1.0,0.0,4.0,48000.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,81.0,37.0,0.0,0.0
128628,2.0,1.0,1.0,10.0,17.0,40.0,2.0,9.0,1.0,1.0,0.0,2.0,220000.0,2.0,0.0,2.0,4.0,0.0,2.0,0.0,89.0,45.0,0.0,1.0
128629,2.0,19.0,5.0,5260.0,12.0,40.0,1.0,1.0,1.0,1.0,0.0,0.0,60000.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,77.0,35.0,0.0,0.0
128630,1.0,16.0,1.0,5410.0,247.0,40.0,1.0,6.0,1.0,1.0,1970.0,0.0,89000.0,2.0,0.0,2.0,4.0,0.0,0.0,2.0,82.0,37.0,0.0,0.0
